Ewbank Products Ltd,Ewbank Products Ltd,United Kingdom,,Billington Road Burnley Lancashire BB11 5ED United Kingdom,+44 1282 835841,+44 1282 413769
EWCT Ltd,EWCT Ltd,United Kingdom,,Unit N8A Meltham Mills Industrial Estate Meltham Mills Road Holmfirth West Yorkshire HD9 4DS United Kingdom,+44 1484 850728,+44 1484 852007
Fastray Industry & Trading Co Ltd ,Fastray Industry & Trading Co Ltd ,China,,Room 624 Xinhewan Building 469 Yinfeng Road Ningbo Zhejiang 315000 China,+86 574 66134213,+86 574 87458699
Fecin SA,Fecin SA,Spain,,Pol Ind de Itziar Parcela H 7 Deba Guipuzcoa 20820 Spain,+34 94 3199284,+34 94 3199317
Felix Giralt,Felix Giralt,Spain,,Av Verge de Monserrat 85-87 Pol Ind Sant Pere Molanta Sant Pere Molanta Barcelona 08739 Spain,+34 93 8922836,+34 93 8171455
Fiberbuilt Manufacturing Inc,Fiberbuilt Manufacturing Inc,Canada,,3613 63 Avenue NE Calgary Alberta T3J 5K1 Canada,+1 403 2746366,+1 403 2754718
Flora Dis Ticaret ve Pazarlama Kadir Cetin ,Flora Dis Ticaret ve Pazarlama Kadir Cetin ,Turkey,,Kale Sanayi Mahallesi Sancakli Caddesi Basakli Sokak 9 K2 Gungoren Istanbul 34165 Turkey,+90 212 5022128,+90 212 6415261
Fluegger A/S,Fluegger A/S,Denmark,,Islevdalvej 151 Roedovre 2610 Denmark,+45 70 151505,+45 44 541658
Folag AG Film Manufacturers,Folag AG Film Manufacturers,Switzerland,,Mettenwilstrasse 18 Sempach Station 6203 Switzerland,+41 41 4697667,+41 41 4697558
Formseal (South) Ltd,Formseal (South) Ltd,United Kingdom,,23 Snowdrop Close Narborough Leicester Leics LE19 3YB United Kingdom,+44 1162 750052,+44 1162 865808
Formseal Limited,Formseal Limited,United Kingdom,,Unit 5 Douglas Park Opal Way Stone Business Park Staffordshire Stone ST15 0YJ United Kingdom,1785284808,1785284809
G Funder Rebslageri & Boerstefabrik A/S,G Funder Rebslageri & Boerstefabrik A/S,Denmark,,PO Box 59 Vejle 7100 Denmark,+45 76 436666,+45 75 722272
Gala Cleanaids Private Limited,Gala Cleanaids Private Limited,India,,Hindustan Kohinoor Industrial Complex No 11 Ground Floor LBS Marg Vikhroli Mumbai Maharashtra 400083 India,+91 22 40696666,+91 22 40696699
Gamage Enterprises Lanka PVT Ltd,Gamage Enterprises Lanka PVT Ltd,Sri Lanka,,174 Meepe Junction Padukka Colombo Sri Lanka,+94 11 2750094,+94 11 2859183
Geelong Brush Co Pty Ltd The,Geelong Brush Co Pty Ltd The,Australia,,40 Leather Street Breakwater Victoria 3219 Australia,+61 35 2297663,+61 35 2297690
Genesco,Genesco,Morocco,,81 Rue D'Ifni Casablanca 20500 Morocco,+212 22 314234,+212 22 315298
Ghori Brothers,Ghori Brothers,Pakistan,,15 A Sharif Street Barkat Town Shahdara Lahore 54950 Pakistan,+92 42 7923914,
Grander Industrial Co ,Grander Industrial Co ,Hong Kong,,Rm 1926 19F Metro Centre One 32 Lam Hing Street Kowloon Bay Hong Kong,+852 2754 3950,+852 2798 6083
Granito Brushes PVT Ltd,Granito Brushes PVT Ltd,India,,21/1 Rajanna Building Ramachandrapura Jalahalli Bangalore Karanataka 560013 India,+91 98 45535894,+91 80 2838 8555
Greco SA,Greco SA,Spain,,Avda Trabajadores 16 Horno de Alcedo Valencia 46026 Spain,+34 96 3798400,+34 96 3798904
Habo Penslar AB,Habo Penslar AB,Sweden,,Tallvagen 29 Bankeryd 56435 Sweden,+46 36 377822,+46 36 371145
Harris (Ceylon) Ltd,Harris (Ceylon) Ltd,Sri Lanka,,Watareka Meegoda Sri Lanka,+94 11 2859132,+94 11 2859131
Hay Firca San Ve Tic Ltd Sti,Hay Firca San Ve Tic Ltd Sti,Turkey,,215 SK 2 Aydin Mahallesi Izmir 35230 Turkey,+90 232 2646017,+90 232 2647610
Haydn Brush Co Ltd,Haydn Brush Co Ltd,New Zealand,,1014 Ferry Road Ferrymead PO Box 4325 Christchurch New Zealand,+64 33 843210,+64 33 843234
Haylex BV,Haylex BV,United Kingdom,,142 Carpenters Lane Hadlow Tonbridge Kent TN11 0EX United Kingdom,+44 1732 851030,+44 1732 851055
Hebei  Fenghe Biotechnology Co Ltd ,Hebei  Fenghe Biotechnology Co Ltd ,China,,2 Shiji Street Hi-Tech Development Zone Handan City Hebei Province 056107 China,+86 310 7024888,+86 310 7023666
Hi Gear Co  Inc ,Hi Gear Co  Inc ,United States,,515 W  Seventh St Newport KY 41071 United States,+1 859 2910160,+1 859 2910197
Hillbrush (HBC Inc) ,Hillbrush (HBC Inc) ,United States,,811 Rolyn Avenue Baltimore MD 21237 United States,+1 800 998 1515,+1 410 325 6477
Holloway House ,Holloway House ,United States,,309 Business Park Dr Fortville IN 46040 United States,+1 317 4854272,+1 317 4857208
Hout Trading Industries (HTI),Hout Trading Industries (HTI),South Africa,,895 Theopulis Street Upper Strubenvallei Rooderpoort 1735 South Africa,+27 11 679 2885,+27 865 458 862
Huai’An Star Industry & Trade Co Ltd,Huai’An Star Industry & Trade Co Ltd,China,,China,+86 517 84611498,+86 517 84615488
Hylite Brushware Co,Hylite Brushware Co,India,,C 199 Naraina Industrail Area Phase 1 New Dehli 110028 India,+91 11 25794116,+91 11 45578023
IMEXSU Group,IMEXSU Group,India,,8A Vaibhav Industrial Estate Baji Pasalkar Marg Mumbai Maharashtra 400072 India,+91 9869457899,+91 22 67488979
Incavas Industria de Cabos e Vassouras Ltda,Incavas Industria de Cabos e Vassouras Ltda,Brazil,,Rua Pedro Bartzen Sobrinho 188 Bom Principio Rio Grande do Sul 95765 000 Brazil,+55 11 55418529,+55 11 55470709
Indeutsch Industries Private Ltd,Indeutsch Industries Private Ltd,India,,SDF E7 & E8 Noida Special Economic Zone Noida Uttar Pradesh 201305 India,+91 120 4055800,+91 120 4282004
Industrias GB Fami SAL,Industrias GB Fami SAL,Spain,,Ctra CO 6202 Km 8200 Dona Mnecia Cordoba 14860 Spain,+34 95 7676777,+34 95 7676768
Industrias Trele SA de CV,Industrias Trele SA de CV,Mexico,,Carretera Cadereyta allende km 2 Cadereyta Nuevo Leon 67450 Mexico,+52 828 2841944,+52 8 8 2842441
Intercontinental Machinery Co ,Intercontinental Machinery Co ,United States,,64 05 34th Ave Woodside NY 11377 United States,+1 718 4582288,+1 718 3353244
Irak Plastik Sa ve Tic A S  ,Irak Plastik Sa ve Tic A S  ,Turkey,,Giseler Mevkii Hadimkoy Istanbul Turkey,+90 212 8580687,+90 212 8580687
Iraqi Brush Manufacturing Co Ltd,Iraqi Brush Manufacturing Co Ltd,Iraq,,Wazirea Street Baghdad Iraq,+964 7 901910978,
Iris Hantverk AB,Iris Hantverk AB,Sweden,,Sandsborgsvagen 52 Enskede 122 88 Sweden,+46 83 99090,+46 83 99099
Izmir Firca San VE TIC A.S,Izmir Firca San VE TIC A.S,Turkey,,10006 Sokak 18 AOSB Cigli Izmir 35620 Turkey,+90 232 328 31 87,+90 232 3283220
J A Seals Ltd,J A Seals Ltd,United Kingdom,,Unit 23 Essington Industrial Estate Bognop Road Essington Wolverhampton WV11 2BJ United Kingdom,+44 1922 710888,+44 1922 710 999
Janani Brush ,Janani Brush ,India,,76 Intuc Nagar East Gandhi Nagar Rajaplayam Tamil Nadu 626102 India,9.15E+11,9.15E+11
Jaz Zubiaurre SA,Jaz Zubiaurre SA,Spain,,Poligono Industrial Azitain 4 Eibar Gipuzkoa 20600 Spain,+34 94 3120600,+34 94 3121704
Jiashan Sincerity Imp & Exp Trade Co Ltd ,Jiashan Sincerity Imp & Exp Trade Co Ltd ,China,,59 ChangLe Road JiaShan Zhejiang 314100 China,+86 573 84026650,+86 573 84025100
Jintu Handicraft Factory ,Jintu Handicraft Factory ,China,,Ditian Industry Zone Xiaoshun Town Jinhua Zhejiang Province 321035 China,+86 579 82963022,+86 579 82963876
John Palmer Brushes Ltd,John Palmer Brushes Ltd,United Kingdom,,Norwich Road Besthorpe Attleborough Norfolk NR17 2LB United Kingdom,+44 1953 455003,+44 1953 455905
Kalkan Firca Ve Endustrivel Urunler San Ve Tic Ltd Sti,Kalkan Firca Ve Endustrivel Urunler San Ve Tic Ltd Sti,Turkey,,Ikitelli OSB Esot Sanayi Sitesi G Blok 4 Basaksehir Istanbul 34490 Turkey,+90 212 5495929,+90 212 5495931
Karn Chem Corporation,Karn Chem Corporation,India,,102 Venice Flats Punitnagar Old Padara Road Vadodara Gujarat 390015 India,+91 26 52358914,+91 26 5235 8914
"Kartace Soucek, s.r.o.","Kartace Soucek, s.r.o.",Czech Republic,,Pardubicka 216 Hradec Kralove 4 50004 Czech Republic,+420 49 5523941,+420 49 5523941
Kefa Brush Kefe es Faipari Kft,Kefa Brush Kefe es Faipari Kft,Hungary,,Kolcsey u 2-6 Monor 2200 Hungary,+36 29 411176,+36 29 411318
Kent Corp /Tesgo  Inc ,Kent Corp /Tesgo  Inc ,United States,,9601 York Alpha Drive North Royalton OH 44133 3503 United States,+1 440 2371290,+1 440 2375368
Ki Works VN Co Ltd,Ki Works VN Co Ltd,Vietnam,,40 Doc Lap Blvd VSIP Thuan An Dist Binh Duong Province Vietnam,+84 650 782551,+84 650 782552
Kilmer Wagner & Wise Paper Co  Inc ,Kilmer Wagner & Wise Paper Co  Inc ,United States,,12751 Monarch St Garden Grove CA 92841 United States,+1 714 8923380,+1 714 8927772
Kleeneze Sealtech Ltd,Kleeneze Sealtech Ltd,United Kingdom,,Anstey Road Hanham Bristol Avon BS15 3SS United Kingdom,+44 1179 475149,+44 1179 600141
Konex Co Ltd,Konex Co Ltd,Poland,,Chlopska 5/9 Lodz 91202 Poland,+48 42 6524601,+48 42 6523922
Koti Dawson  Ltd,Koti Dawson  Ltd,United Kingdom,,Clayton Wood Rise West Park Ring Road Leeds West Yorkshire LS16 6RH United Kingdom,+44 1132 759321,+44 1132 752761
Koti Kobra  GmbH,Koti Kobra  GmbH,Austria,,Gruberstrasse  4 Steinhaus bei Wels Upper Austria 4641 Austria,+43 7242 454260,+43 7242 4542622
KR Brush Industries,KR Brush Industries,Israel,,Kibbutz Ruhama D N Hof Ashqelon 79180 Israel,+972 8 6807177,+972 8 6807773
L G Harris & Co (PTY) Ltd (South Africa),L G Harris & Co (PTY) Ltd (South Africa),South Africa,,PO Box 2597 North End Port Elizabeth 6056 South Africa,+27 41 4861977,+27 41 4862437
La Brosse et Dupont,La Brosse et Dupont,France,,6 Allee des Cascades BP 40979 Roissy en France 95700 France,+33 1 481 79797,+33 1 481 79798
Lanktrad International (Pvt) Ltd,Lanktrad International (Pvt) Ltd,Sri Lanka,,351/2 Kerawalapitiya Road Hendala Wattala 11930 Sri Lanka,+94 11 2946264,+94 11 2933793
Lilleborg as,Lilleborg as,Norway,,Sandakerveinen 56 Oslo 0978 Norway,+47 2289 5000,+47 2215 7489
Longara Brush,Longara Brush,Australia,,24 Moonbi Street PO Box 5591 Brendale QLD 4500 Australia,+61 73 8810230,+61 73 8810229
Lucky Industrial (Hong Kong) Co ,Lucky Industrial (Hong Kong) Co ,Hong Kong,,Block El 8F 55 Hung To Road Kwun Tong Hong Kong,+852 2341 9023,+852 2343 9433
M & J International BV,M & J International BV,Netherlands,,Kiotweg 167 Rotterdam 3047 BG Netherlands,+31 104 372680,+31 104 627565
M/S Chhipasons,M/S Chhipasons,Pakistan,,A-1 Chemi Center Adamji Dawood Road Jodia Bazar Karachi 74000 Pakistan,+92 21 3243 8023,+92 21 3243 9569
M2 Professional Cleaning Products Ltd,M2 Professional Cleaning Products Ltd,Canada,,59 Talman Crt Concord Ontario L4K 4L5 Canada,1-905-738-2007,1-905-738-2006
Maculan SAlCFI,Maculan SAlCFI,Argentina,,Doblas 955 Capital Federal Buenos Aires C1424BLS Argentina,+54 11 49218030,+54 11 49244535
Mahachak Technology Co Ltd,Mahachak Technology Co Ltd,Thailand,,468 Mahachak Road Sumpunthawong Bangkok 10100 Thailand,+66 2 6229622,+66 2 6227749
Maine Brosserie France,Maine Brosserie France,France,,Le Champ de Devant Montfort Le Gesnois 72450 France,+33 243 767158,+33 243 767770
Malwo,Malwo,Poland,,Pokoju 95 Mrozy 05 320 Poland,+48 25 7574642,+48 25 7574223
Manuel Varcas SA,Manuel Varcas SA,Spain,,Avenida Meridiana 596 Barcelona 08030 Spain,+34 93 3113904,+34 93 3112911
Manufacturas Morimon SL,Manufacturas Morimon SL,Spain,,Avd de Oviedo 39 Asturias Lugones 33420 Spain,+34 98 5260105,+34 98 5269082
Marian Personal & Hygiene Care Products,Marian Personal & Hygiene Care Products,India,,Plot No 38 1 st Floor Near Neogen Chemicals TTC Industrial Area MIDC  Mahape Navi Mumbai Maharashtra 400 710 India,+91 22 27781301,+91 22 27781333
Marino Manufacturing Ltd,Marino Manufacturing Ltd,Canada,,59 Talman Court Concord Toronto ON L4K 4L5 Canada,+1 905 6699949,+1 905 6695750
Mason Pearson Bros Ltd,Mason Pearson Bros Ltd,United Kingdom,,37 Old Bond Street London W1S 4AB United Kingdom,+44 20 7491 2613,+44 20 7499 6235
McMahon Ltd,McMahon Ltd,Ireland,,Corcanree Dock Road Limmerick Ireland,+353 61 315388,+353 61 315781
Meepo Brushes Ltd,Meepo Brushes Ltd,"Korea, South",,279 3 Pajangdong Suwon City Kyongkido 440 290 Korea South,+82 31 241 5224,+82 31 255 0347
Merseyside Industrial Brushes,Merseyside Industrial Brushes,United Kingdom,,Unit 8 Quarrybank Workshops Quarrybank Street Birkenhead CH41 2ZD United Kingdom,+44 1516 534343,+44 1516 534343
MGS International BV ,MGS International BV ,Netherlands,,PO Box 1250 Rijswik CG 2280 Netherlands,+31 70 3458 737,+31 70 3458 942
Miniros,Miniros,Algeria,,Douar chaoua Khraicia Algiers 16203 Algeria,+213 20 335005,+213 20 335004
Mink Brushes (UK) Ltd,Mink Brushes (UK) Ltd,United Kingdom,,Cash's Business Centre Cash's Lane Coventry Warwickshire CV1 4PB United Kingdom,+44 2476 632588,+44 2476 632590
Miro Brush Company,Miro Brush Company,"Korea, South",,294 - 1 Gogang-Dong Ojeong-Gu Bucheon-Si Kyeonggi-Do Korea South,+82 32 675 0376,+82 32 675 3980
Mr Bristle (PVT) Ltd,Mr Bristle (PVT) Ltd,Zimbabwe,,2 Borgward Road Msasa Harare Zimbabwe,+263 448 0634,+263 474 6317
Muster ,Muster ,Italy,,Via Privata da Via Kennedy Cerro Maggiore MI 20023 Italy,+39 033 1525111,+39 033 1421397
MysticMaid ,MysticMaid ,United States,,3003 SW 153rd Dr Ste 209 Beaverton OR 97006 United States,+1 503 6445516,+1 503 6444033
Nannooh Brothers Pvt Ltd,Nannooh Brothers Pvt Ltd,India,,Off Old Mahabalipuram Road Near Thangavelu Engg College Karapakkam Chennai Tamil Nadu 600 096 India,+91 44 24502786,+91 44 24501256
Nantong Longfar Metal Products Co Ltd ,Nantong Longfar Metal Products Co Ltd ,China,,No 45 Gongnong Road Nantong Jiangsu 226007 China,+86 513 85232789,+86 513 87112181
Nespoli France,Nespoli France,None,,29 - 37 Rue Du General De Gaulle B P 34 La Capelle Cedex 02260,+33 323 975050,
Nespoli Spain (Rulo Pluma),Nespoli Spain (Rulo Pluma),Spain,,Avda Arraona 34 44 P I Can Salvatella Barbera del Valles Barcelona 08210 Spain,+34 93 7297600,
Nespoli UK,Nespoli UK,United Kingdom,,Stross House Broadstreet Dewsbury West Yorkshire WF13 3SA United Kingdom,+44 1924 468327,
Ngoc Phuong ,Ngoc Phuong ,Vietnam,,91/4 Tran Tan Street Ho Chi Minh 84 Vietnam,+84 8 2242 6273,
NH & Brothers,NH & Brothers,Vietnam,,32 Cho Lon District 6 Ho Chi Minh 7000 Vietnam,+84 8 37550009,
Nibco,Nibco,Saudi Arabia,,2nd Industrial Zone Kharj Road Riyadh Saudi Arabia,+966 498 0544,+966 498 2095
Northern Greek Brush Manufactory,Northern Greek Brush Manufactory,Greece,,Lagina Lagadas Thessaloniki 572 00 Greece,+30 239 4071714,+30 239 4071996
Nosas SA,Nosas SA,Spain,,Industria 578 584 Badalona Barcelona 08912 Spain,+34 93 4600723,+34 93 3996656
Okamura & Co Ltd,Okamura & Co Ltd,Japan,,3-6-18 Ikuno-Ku Osaka 544 0031 Japan,+81 66 7173551,+81 66 7173553
Osborn International SRL,Osborn International SRL,Romania,,Bd Bucovina FN Gura Humorului 725300 Romania,+40 230 234212,+40 230 531785
Osborn Unipol Lda,Osborn Unipol Lda,Portugal,,Lugar da Cruz Brito Guimaraes 4800 Portugal,+351 253 479550,+351 253 576629
Osborn Unipol SL,Osborn Unipol SL,Spain,,Ronda Norte 320 Poligono Industrial Catarroja Valencia 46470 Spain,+34 96 1325876,+34 96 1324602
Ouest Vendee Balais,Ouest Vendee Balais,France,,Rabalot Saint Martin Les Melle France 79500 France,+33 549 270353,+33 549 290169
P & C Brushes,P & C Brushes,Australia,,PO Box 63 Fawkner Vic 3060 24-28 Berwick Road Campbellfield Melbourne Victoria 3061 Australia,+61 39 3570355,+61 39 3579708
P J Wiseman,P J Wiseman,United Kingdom,,Unit 3 The Crossings Riparian Way Cross Hills Keighley West Yorkshire BD20 7BW United Kingdom,+44 (0)1535 634280,
Packexe Ltd,Packexe Ltd,United Kingdom,,Marsh Green Road North Marsh Barton Exeter Devon EX2 8NY United Kingdom,+44 1392 438191,+44 1392 438371
Pars Shafagh Arya International Co Ltd,Pars Shafagh Arya International Co Ltd,Iran,,4 Khorsandi Sadeghi St Ghorbani St Zolfaghari St Khavaran St Khorasan SQ Tehran Iran,+98 21 33016983,+98 912 2444875
PDC Brush UK Ltd,PDC Brush UK Ltd,United Kingdom,,11 Sheridan Close Crewe Cheshire CW1 4TJ United Kingdom,+44 1270 889583,+44 1270 586396
Pebeo UK Limited,Pebeo UK Limited,United Kingdom,,109 Solent Business Centre Millbrook Southampton Hants SO15 0HW United Kingdom,+44 2380 901914,+44 2389 0916
Pentrilo SL,Pentrilo SL,Spain,,Avenida Generalitat 37 San Joan Despi Barcelona 08970 Spain,+34 93 4772824,+34 93 4772703
Pergo Srl,Pergo Srl,Romania,,Str Gutenberg No 14/A Oradea Bihor 410547 Romania,+40 259 467723,+40 259 469408
Perusahaan Berus Dan Penyapu Hitech,Perusahaan Berus Dan Penyapu Hitech,Malaysia,,95 3rd Mile Jalan Kelang Lama Kuala Lumpar 58000 Malaysia,+60 3 79828616,+60 3 79813287
Perusahaan Cemerlang Raya Sdn Bhd,Perusahaan Cemerlang Raya Sdn Bhd,Malaysia,,Lot 2 Jalan R2/3 Rawang Integrated Industrial Park Off Jalan Batu Arang Rawang Selangor Darul Ehsan 48000 Malaysia,+60 3 6091 8630,+60 3 60919619
Peta Co Ltd,Peta Co Ltd,Cyprus,,PO Box 29096 Nicosia Nicosia 1621 Cyprus,+357 2 2815215,+357 2 2485927
Phoenix Impex Pvt Ltd,Phoenix Impex Pvt Ltd,India,,79/B N N Roy Street Serampore Kolkata Hooghly W Bengal 712201 India,+91 33 26521636,+91 33 26521636
Pinceles Tiburon,Pinceles Tiburon,Argentina,,Av. Illia 2212 Pergamino Buenos Aires 2700 Argentina,+54 2477 427667,+54 02477 427667
Plac Control,Plac Control,Greece,,K Paleologou 20str Byzadio Thessaloniki 55133 Greece,+30 231 0445297,
Planet Plastik & Metal Sanayi Ticaret Ltd,Planet Plastik & Metal Sanayi Ticaret Ltd,Turkey,,Imes San Sit E Blok 502 Sok 07 Y Dudullu Umraniye Istanbul Turkey,+90 216 5277453,+90 216 5277454
Plasticos Plasa de Guadalajara SA,Plasticos Plasa de Guadalajara SA,Mexico,,Florentino Acosta 1090 Colonia Lomas de Independencia Guadalajara Jalisco 44370 Mexico,+52 333 6515424,+52 333 6517778
Plasticum Norwich Ltd,Plasticum Norwich Ltd,United Kingdom,,Stanford Tuck Road North Walsham Norfolk NR28 0TY United Kingdom,+44 1692 404488,+44 1692 404373
PlastiDon SL,PlastiDon SL,Spain,,Parcela B 4 Revilla De Camargo Santander 39600 Spain,+34 94 2261745,+34 94 226248
Private Brands Specialty ,Private Brands Specialty ,United States,,Route 390 PO Box 201 Mountainhome PA 18342 United States,+1 570 6890900,+1 570 6899825
Priyanga Industries ,Priyanga Industries ,India,,6 Rajagopalan Street Shankaran Avenue Velachery Bye Pass Road PB No Chennai Tamilnadu 600 042 India,+91 98 41006421,+91 44 22443390
Pro Arte,Pro Arte,United Kingdom,,Park Mill Brougham Street Skipton North Yorkshire BD23 2JL United Kingdom,+44 1756 791313,+44 1756 791213
Productos De Plastico Carcal SA de CV,Productos De Plastico Carcal SA de CV,Mexico,,Gral Salvador Alvarado No 73 Col Escandon Delegacion Miguel Hidalgo Mexico City 11800 Mexico,+52 555 5160513,+52 555 2770060
Progress Shaving Brush (Vulfix) Ltd,Progress Shaving Brush (Vulfix) Ltd,United Kingdom,,Unit 24 Spring Valley Industrial Estate Douglas Isle of Man IM2 2QR United Kingdom,+44 1624 676030,+44 1624 662056
Promat Sp. z o.o.,Promat Sp. z o.o.,Poland,,Stelmachowo 9 Kampinos Mazovia 05-085 Poland,+48 22 7962060,
PT Ultra Prima Abadi,PT Ultra Prima Abadi,Indonesia,,Jl Palmerah Barat No 9 Gelora Tanah Abang Jakarta Pusat DKI Jakarta 10270 Indonesia,+62 21 5322121,+62 21 5482425
Purdy International Corporation,Purdy International Corporation,United Kingdom,,33 Turbine Way Ecotech Business Park Swaffham Norfolk PE37 7XD United Kingdom,+44 1760 720 220,+44 1760 720 270
Quillet - La Cocarde,Quillet - La Cocarde,France,,9 Rue Des Renardieres Pont sur Yonne 89140 France,+33 386 670202,+33 386 670184
R&R Overseas,R&R Overseas,Sri Lanka,,3rd Floor YMBA Building Colombo 01 Sri Lanka,+94 11 2323073,+94 11 2434375
Ramon Holdings Ltd,Ramon Holdings Ltd,United Kingdom,,380 Thurmaston Boulevard Leicester LE4 9LE United Kingdom,+44 1162 761881,+44 1162 460224
Rancho Las Plumas,Rancho Las Plumas,South Africa,,PO Box 825 Oudtshoorn 6620 South Africa,+27 44 2035800,+27 44 2720426
Record Industrial Brushes Ltd,Record Industrial Brushes Ltd,United Kingdom,,Church Bank Llandovery Carmarthenshire SA20 0DT United Kingdom,+44 1550 720077,+44 1550 720911
Regincos Tri Pel SL,Regincos Tri Pel SL,Spain,,P O Box 25 Sant Adolf 19 - 21 S Feliu de Guixols Girona 17220 Spain,+34 97 2321471,+34 97 2820500
Rejo Borstelindustrie,Rejo Borstelindustrie,Netherlands,,Wijde Omloop 32 Oosterhout 4904 PP Netherlands,+31 162 455012,+31 162 431105
Rex Pinceles,Rex Pinceles,Mexico,,Las Palmas 14 Col Granjas Cabrera Del Tiahuac Mexico,+52 55 5840 2920,+52 55 5845 1947
RIZZ bv,RIZZ bv,Netherlands,,Ambachtsstraat 11 Nijkerk 3861 RH Netherlands,+31 332 477700,+31 332 477741
RKF,RKF,South Africa,,49 Richard Road Industria North Johannesburg Gauteng 1709 South Africa,+27 11 673 9894,+27 11 673 8323
Rokset Industries PTY Ltd,Rokset Industries PTY Ltd,Australia,,16 20 Ragless Street St Mary's South Australia 5042 Australia,+61 88 2767666,+61 88 2766973
Rubber Extrusions And Seals Ltd,Rubber Extrusions And Seals Ltd,United Kingdom,,Lancashire House 251 Higginshaw Lane Royton Oldham Lancs OL2   6HW United Kingdom,+44 1616 220020,+44 1616 220010
S&B International,S&B International,Netherlands,,Kitmanstraat 3 Alkmaar 1812 PL Netherlands,+31 725 402214,+31 725 402986
S&M Products Ltd,S&M Products Ltd,United Kingdom,,Compstall Mill Andrew Street Compstall Stockport Cheshire SK6 5HN United Kingdom,+44 1614 273864,+44 1614 260019
Sadi Import Nedim Sadi,Sadi Import Nedim Sadi,Turkey,,Refik Saydam Cad No 43 K 1 Roditi Han Sishane Beyoglu Istanbul 34420 Turkey,+90 212 2490221,+90 212 2490251
Sagar Brush Industries,Sagar Brush Industries,India,,81/13 Madarai Road Maravankulam Tirumangalam Tamil Nadu 625706 India,+91 45 49280507,+91 45 49280663
Sajakorpi AS,Sajakorpi AS,Estonia,,Parnasalu Poik 2 Saue 76505 Estonia,+372 65 96410,+372 65 96525
Sajakorpi Oy,Sajakorpi Oy,Finland,,P O Box 725 Tampere FI 33101 Finland,+358 33 477700,+358 33 477750
Sandi Brushware,Sandi Brushware,South Africa,,PO Box 561657 Chatsworth Durban 4030 South Africa,+27 314 038801,+27 314 038800
Sarin Trade Links PVT,Sarin Trade Links PVT,India,,D 299 TTC Ind Area M I D C Off Pfizer Road Turbhe Naka Navi Mumbai 400 705 India,+91 22 27618067,+91 22 72618064
Sarl Devirieux,Sarl Devirieux,France,,Rue Du Chapitre -  ZA Les Andres Brindas 69126 France,+33 478 879517,+33 478 879537
Seodoo Industrial Co,Seodoo Industrial Co,"Korea, South",,4F  Seodoo Bldg 345 7 Kil Dong Kangdong Ku Seoul 134 010 Korea South,+82 24 837693,+82 24 837692
Shabbir Hussain Traders,Shabbir Hussain Traders,India,,112 3 Broadway Shabbir Manzil Chennai Tamil Nadu 600 108 India,+91 44 25392271,+91 44 25385305
Shakti Enterprises ,Shakti Enterprises ,India,,Unit 9 Sawant Estate Bander Pakhadi Road Opp Gaurav Garden Kandivali W Mumbai India,+91 22 56205818,
Shenzhen City Xinlei Brush Produce Factory ,Shenzhen City Xinlei Brush Produce Factory ,China,,Futing Industry Zone Guanlan Town Baoan District Shenzhen Guangdong Province 518109 China,+86 755 28130778,+86 755 28130489
Shield Corporation Ltd,Shield Corporation Ltd,Pakistan,,401  Business Avenue Block 6 PECHS Shahrah e Faisal Karachi 75400 Pakistan,+92 21 34385003,+92 21 34556344
SK Italia ,SK Italia ,Italy,,Via M DAgrate 41 Agrate Brianza MI 20041 Italy,+39 039 6899895,+39 039 8899895
Societe Industrielle De Brosserie Du Valois,Societe Industrielle De Brosserie Du Valois,France,,9 Rue St Eloi Crepy En Valois 60802 France,+33 344 590892,+33 344 396449
South Wales Brush Co Ltd,South Wales Brush Co Ltd,United Kingdom,,Unit 1 Ely Distribution Centre Argyle Way Ely Cardiff CF5 5NJ United Kingdom,+44 2920 599199,+44 2920 599299
SP Berner Plastic Group SL,SP Berner Plastic Group SL,Spain,,Camino de la Lloma 35 Aldaya Valencia 46960 Spain,+34 96 1516470,+34 96 1519020
Speedy Brush,Speedy Brush,United Kingdom,,Mount Pleasant Farm Brishing Road Chart Sutton Maidstone Kent ME17 3SP United Kingdom,01622 747299,
Speedy Brush Co,Speedy Brush Co,United Kingdom,,Mount Pleasant Farm Brishing Road Chart Sutton Maidstone Kent ME17 3SP United Kingdom,+44 1622 747299,+44 1622 743307
Spekter A/S,Spekter A/S,Denmark,,Stationsvej 13 Slangerup 3550 Denmark,+45 47 337400,+45 47 337401
Spojene Kartacovny a s,Spojene Kartacovny a s,Czech Republic,,Libkovodska 1428 Pelhrimov 393 01 Czech Republic,+420 56 5302276,+420 56 5323642
Spugnificio Rosenfeld ,Spugnificio Rosenfeld ,Italy,,Strada per i Laghetti 5 Muggia Trieste TS 34015 Italy,+39 040 923 5068,+39 040 923 6182
SS Doshi Engineers Pvt Ltd,SS Doshi Engineers Pvt Ltd,India,,1101 Embassy Centre J Bajaj Road Nariman Point Mumbai 400021 India,+91 22 22844795,+91 22 66325205
Stanley UK Services,Stanley UK Services,United Kingdom,,Beighton Road East Sheffield S20 7JZ United Kingdom,+44 114 2764065,+44 1142 764078
Starmax Resource LLC ,Starmax Resource LLC ,United States,,18901 Euclid Ave Cleveland OH 44117 United States,+1 216 4860606,+1 216 4869435
Sudamericana de Brochas Ecuador S.A.,Sudamericana de Brochas Ecuador S.A.,Ecuador,,P O Box 17 07 9927 Avellanas E5 107 y Eloy Alfaro Quito Ecuador,+593 2 2482858,+593 2 2482859
